outcome_datasets	outcome_trait	num_assoc_loci	outcome_trait_efo	outcome_data_source
FINNGEN_R5_H8_EUSTSALP	Eustachian salpingitis and obstruction	2	HP_0040269, MONDO_0002172	FinnGEN
FINNGEN_R5_H8_NOISEINNER	Noise effects on inner ear	2	EFO_0009672	FinnGEN
FINNGEN_R5_E4_DMNASNASCOMP	Unspecified diabetes with multiple/unspecified complications	1	EFO_0000400	FinnGEN
FINNGEN_R5_N14_PROSTATITIS	Inflammatory diseases of prostate (prostatitis)	1	EFO_0003830	FinnGEN
FINNGEN_R5_N14_URETHRITISANDURSYNDR	Urehtritis and urethral syndrome	1	EFO_0003878, MONDO_0001730	FinnGEN
FINNGEN_R5_PNEUMOBACTKNOWN	Bacterial pneumonia (organism specified)	1	EFO_1001272	FinnGEN
FINNGEN_R5_AB1_EBV	Infectious mononucleosis	1	EFO_0007326	FinnGEN
FINNGEN_R5_AB1_GHLAMY_OTHER	Other diseases caused by chlamydiae	1	EFO_1001288	FinnGEN
FINNGEN_R5_AB1_MALARIA	Malaria	1	EFO_0001068	FinnGEN
FINNGEN_R5_AB1_PARASITIC_NOS	Unspecified parasitic disease	2	EFO_0001067	FinnGEN
FINNGEN_R5_AB1_VARICELLA	Varicella [chickenpox]	1	EFO_0007204	FinnGEN
FINNGEN_R5_AB1_VIRAL_ENCEPHALITIS_NOS	Viral encephalitis, not elsewhere classified/unspecified	1	EFO_0007538	FinnGEN
FINNGEN_R5_H8_EXT_OTH	Other otitis externa (chronic)	1	EFO_0009560	FinnGEN
FINNGEN_R5_I9_PROGVASC	Progressive vascular leukoencephalopathy	1	EFO_0007455	FinnGEN
FINNGEN_R5_I9_RHEUFEVHRT	Rheumatic fever with heart involvement	1	EFO_1001160	FinnGEN
FINNGEN_R5_J10_PNEUMOBACT	Bacterial pneumoniae	1	EFO_1001272	FinnGEN
FINNGEN_R5_J10_PNEUMOBACTEROTH	Bacterial pneumonia, not elsewhere classified	2	EFO_1001272	FinnGEN
FINNGEN_R5_L12_ABSCESS_CUT	Cutaneous abscess, furuncle and carbuncle	1	EFO_0003030, EFO_1000674, HP_0020083	FinnGEN
FINNGEN_R5_F5_DEPPER	Dependent personality disorder	1	MONDO_0001157	FinnGEN
FINNGEN_R5_F5_DISSOCIATIVE	Dissociative [conversion] disorders	1	MONDO_0001160	FinnGEN
FINNGEN_R5_F5_HISPER	Histrionic personality disorder	1	MONDO_0002028	FinnGEN
FINNGEN_R5_M13_MULTIFIBRO	Multifocal fibrosclerosis	1	MONDO_0009230	FinnGEN
FINNGEN_R5_M13_NECROVASCNAS	Other specified/unspecified necrotizing vasculopathies	1	EFO_0006803, EFO_0009426	FinnGEN
FINNGEN_R5_M13_POLNODOSA	Polyarteritis nodosa	1	EFO_0009012	FinnGEN
FINNGEN_R5_Q17_CONGEN_MALFO_AORTIC_MITRAL_VALVES	Congenital malformations of aortic and mitral valves	1	EFO_0009539, MONDO_0042966	FinnGEN
FINNGEN_R5_ST19_INJURY_BLOOD_VESSE_WRIST_HAND_LEVEL	Injury of blood vessels at wrist and hand level	1	EFO_0009886	FinnGEN
FINNGEN_R5_G6_VASCSYND	Vascular syndromes of brain in cerebrovascular disorders	1	EFO_0003763	FinnGEN
FINNGEN_R5_I9_ENDOCARD	Endocarditis	1	EFO_0000465	FinnGEN
FINNGEN_R5_I9_INTRACRA	Nontraumatic intracranial haemmorrhage	1	EFO_0000551	FinnGEN
FINNGEN_R5_I9_PERICAOTH	Other diseases of pericardium	1	MONDO_0000474	FinnGEN
FINNGEN_R5_I9_SEQULAE	Sequelae of cerebrovascular disease	1	EFO_0003763	FinnGEN
FINNGEN_R5_I9_VASCSYND	Vascular syndromes of brain in cerebrovascular disorders	1	EFO_0003763	FinnGEN
FINNGEN_R5_M13_GIANTCELL	Giant cell arteritis	2	EFO_1001209	FinnGEN
FINNGEN_R5_ST19_CONCUSSION	Concussion	1	EFO_0011023	FinnGEN
FINNGEN_R5_ST19_DIFFU_BRAIN_INJURY	Diffuse brain injury	1	MONDO_0043510	FinnGEN
FINNGEN_R5_ENCEPHALITIS	Encephalitis	1	MONDO_0019956	FinnGEN
FINNGEN_R5_F5_ANXIETY	Other anxiety disorders	1	EFO_0006788	FinnGEN
FINNGEN_R5_F5_BEHEMOTH	Other behavioural and emotional disorders with onset usually occuring in childhood and adolescence	1	EFO_0000677	FinnGEN
FINNGEN_R5_F5_GENDER	Gender identity disorders	1	EFO_0008587	FinnGEN
FINNGEN_R5_F5_HABIT	Habit and impulse disorders	1	EFO_0000677	FinnGEN
FINNGEN_R5_F5_OCD	Obsessive-compulsive disorder	1	EFO_0004242	FinnGEN
FINNGEN_R5_F5_PTSD	Post-traumatic stress disorder	1	EFO_0001358	FinnGEN
FINNGEN_R5_F5_SEDAHYP	Mental and behavioural disorders due to sedatives or hypnotics	1	MONDO_0001423	FinnGEN
FINNGEN_R5_FE_MODE	Focal epilepsy, mode (most common among epilepsy diagnosis)	1	EFO_0000474	FinnGEN
FINNGEN_R5_G6_BELLPA	Bell's palsy	1	EFO_0007167	FinnGEN
FINNGEN_R5_G6_ENCEPHOTH	Other encephalitis	1	MONDO_0019956	FinnGEN
FINNGEN_R5_G6_EPLEPSY	Epilepsy	1	EFO_0000474	FinnGEN
FINNGEN_R5_G6_FEMLE	Lesion of femoral nerve	1	EFO_1000936	FinnGEN
FINNGEN_R5_G6_HCCOMM	Communicating hydrocephalus	2	MONDO_0002045	FinnGEN
FINNGEN_R5_G6_HEADACHE	Other headache syndromes	1	EFO_0009550	FinnGEN
FINNGEN_R5_G6_LSROOT	Lumbosacral root disorders, not elsewhere classified	2	MONDO_0002959	FinnGEN
FINNGEN_R5_H8_OTHHEARINGLOSS	Other hearing loss	1	EFO_0004238	FinnGEN
FINNGEN_R5_KRA_PSY_HYPERKIN_EXMORE	Hyperkinetic disorders (more control exclusions)	1	MONDO_0000592	FinnGEN
FINNGEN_R5_M13_CERVICOBRACHSDR	Cervicobrachial syndrome	2	EFO_0000618	FinnGEN
FINNGEN_R5_M13_CERVICOCRANSDR	Cervicocranial syndrome	1	EFO_0007165	FinnGEN
FINNGEN_R5_N14_HYDRONEPHR	Hydronephrosis	1	EFO_0005562	FinnGEN
FINNGEN_R5_N14_NEUROMUSCDYSBLADD	Neuromuscular dysfuntion of bladder	1	EFO_1000018, EFO_1001902	FinnGEN
FINNGEN_R5_N14_RENALTUBULOINOTH	Renal tubulo-interstitial disorders in diseases classified elsewhere	1	EFO_0009566, MONDO_0001085	FinnGEN
FINNGEN_R5_N14_TUBULOINTNEPHRNAS	Tubulo-interstitial nephritis, not spesified as acute or chronic	1	EFO_0009566, MONDO_0001085	FinnGEN
FINNGEN_R5_GOUT_KIDNEY	Gout due to impairment of renal function	1	EFO_0004274, MONDO_0001343	FinnGEN
FINNGEN_R5_DM_RET_ART_OCCLU_BRANCH	Retinal artery occlusion (branch)	1	EFO_1001154	FinnGEN
FINNGEN_R5_H7_CONJUNAS	Other specified and unspecified disorders of conjunctiva	1	EFO_1000203	FinnGEN
FINNGEN_R5_H7_GLAUCSECTRAUMA	Glaucoma secondary to eye trauma	1	EFO_0000516, EFO_0003966	FinnGEN
FINNGEN_R5_H7_OTHRETARTOCC	Other retinal artery occlusion	1	EFO_1001154	FinnGEN
FINNGEN_R5_H7_RETINOCHISISCYST	Retinoschisis and retinal cysts	2	EFO_1001028, MONDO_0004579	FinnGEN
FINNGEN_R5_H7_RETVASCNAS	Other and unspecified vascular occlusions	1	MONDO_0002089	FinnGEN
FINNGEN_R5_E4_HYPERALDO	Hyperaldosteronism	1	EFO_0009452	FinnGEN
FINNGEN_R5_R18_FAECAL_INCONTINENCE	Faecal incontinence	1	EFO_0009523	FinnGEN
FINNGEN_R5_ST19_FOREI_BODY_ALIME_TRACT	Foreign body in alimentary tract	7	EFO_0009526	FinnGEN
FINNGEN_R5_K11_ALCGASTR	Alcoholic gastritis	1	MONDO_0004640	FinnGEN
FINNGEN_R5_K11_CHRONGASTR	Chronic gastritis	1	EFO_0000337	FinnGEN
FINNGEN_R5_K11_FUNCDYSP	Functional dyspepsia	1	EFO_0008533	FinnGEN
FINNGEN_R5_K11_GINGIVITIS_CHRONIC	Chronic gingivitis	1	MONDO_0020782	FinnGEN
FINNGEN_R5_K11_OTHANRECT	Other diseases of anus and rectum	1	EFO_0009660, EFO_0009685	FinnGEN
FINNGEN_R5_K11_OTHDISSTOMDUOD	Other diseases of stomach and duodenum	1	EFO_0009608, MONDO_0002866	FinnGEN
FINNGEN_R5_K11_PULP_PERIAPICAL	Diseases of pulp and periapical tissues	1	EFO_0009540, EFO_0010688	FinnGEN
FINNGEN_R5_K11_SALIVARY	Diseases of salivary glands	1	EFO_0008581	FinnGEN
FINNGEN_R5_O15_COMPLIC_ABORT_ECTOP_MOLAR	Complications following abortion and ectopic and molar pregnancy	1	EFO_1000298, EFO_1001491, HP_0031456	FinnGEN
FINNGEN_R5_C3_BONE_CARTILAGE_EXALLC	Malignant neoplasm of bone and articular cartilage (controls excluding all cancers)	1	EFO_1000350	FinnGEN
FINNGEN_R5_C3_CERVIX_UTERI_EXALLC	Malignant neoplasm of cervix uteri (controls excluding all cancers)	2	MONDO_0002974	FinnGEN
FINNGEN_R5_C3_CORPUS_UTERI	Malignant neoplasm of corpus uteri	1	EFO_0007532	FinnGEN
FINNGEN_R5_C3_CORPUS_UTERI_EXALLC	Malignant neoplasm of corpus uteri (controls excluding all cancers)	1	EFO_0007532	FinnGEN
FINNGEN_R5_C3_GBM_EXALLC	Brain glioblastoma (controls excluding all cancers)	1	EFO_0006545	FinnGEN
FINNGEN_R5_C3_HEART_MEDIASTINUM_PLEURA_EXALLC	Malignant neoplasm of heart, mediastinum and pleura (controls excluding all cancers)	1	EFO_0007362, EFO_1000362, MONDO_0001340	FinnGEN
FINNGEN_R5_C3_RECTOSIGMOID_JUNCTION_EXALLC	Malignant neoplasm of rectosigmoid junction (controls excluding all cancers)	1	MONDO_0002423	FinnGEN
FINNGEN_R5_CD2_BENIGN_BONE_CARTILAGE_EXALLC	Benign neoplasm of bone and articular cartilage (controls excluding all cancers)	2	MONDO_0000631, MONDO_0024470	FinnGEN
FINNGEN_R5_CD2_BENIGN_CHOROID_EXALLC	Benign neoplasm: Choroid (controls excluding all cancers)	2	MONDO_0021487	FinnGEN
FINNGEN_R5_CD2_BENIGN_FEMALE_GEN_OTH	Benign neoplasm of other and unspecified female genital organs	1	EFO_1001331	FinnGEN
FINNGEN_R5_CD2_BENIGN_FEMALE_GEN_OTH_EXALLC	Benign neoplasm of other and unspecified female genital organs (controls excluding all cancers)	1	EFO_1001331	FinnGEN
FINNGEN_R5_CD2_BENIGN_LIPOMATOUS_EXALLC	Benign lipomatous neoplasm (controls excluding all cancers)	1	MONDO_0044983	FinnGEN
FINNGEN_R5_CD2_BENIGN_LIPO_SKIN_HEADFACENECK_EXALLC	Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck (controls excluding all cancers)	1	MONDO_0044983	FinnGEN
FINNGEN_R5_CD2_BENIGN_LIP_EXALLC	Benign neoplasm: Lip (controls excluding all cancers)	1	MONDO_0021496	FinnGEN
FINNGEN_R5_CD2_BENIGN_LYMPHANGIOMA_EXALLC	Lymphangioma, anys site (controls excluding all cancers)	1	MONDO_0002013	FinnGEN
FINNGEN_R5_CD2_BENIGN_MELANOCYTIC_TRUNK_EXALLC	Melanocytic naevi of trunk (controls excluding all cancers)	1	EFO_0009675	FinnGEN
FINNGEN_R5_CD2_BENIGN_MELANOCYTIC_UPPERLIMB_EXALLC	Melanocytic naevi of upper limb, including shoulder (controls excluding all cancers)	1	EFO_0009675	FinnGEN
FINNGEN_R5_CD2_BENIGN_NASOPHARYNX_EXALLC	Benign neoplasm: Nasopharynx (controls excluding all cancers)	1	EFO_0004252	FinnGEN
FINNGEN_R5_CD2_BENIGN_NOS_EXALLC	Benign neoplasm: Other/unspecified site (controls excluding all cancers)	1	EFO_0002422	FinnGEN
FINNGEN_R5_CD2_BENIGN_RECTOSIGMOID_JUNC_EXALLC	Benign neoplasm: Rectosigmoid junction (controls excluding all cancers)	1	MONDO_0002423	FinnGEN
FINNGEN_R5_CD2_BENIGN_SKIN_EAR_EXALLC	Benign neoplasm: Skin of ear and external auricular canal (controls excluding all cancers)	1	MONDO_0021474	FinnGEN
FINNGEN_R5_CD2_BENIGN_SKIN_FACE_EXALLC	Benign neoplasm: Skin of other and unspecified parts of face (controls excluding all cancers)	1	MONDO_0021440	FinnGEN
FINNGEN_R5_CD2_BENIGN_SKIN_NOS_EXALLC	Benign neoplasm: Skin, unspecified (controls excluding all cancers)	1	MONDO_0021440	FinnGEN
FINNGEN_R5_CD2_BENIGN_SPINAL_CORD_EXALLC	Benign neoplasm: Spinal cord (controls excluding all cancers)	1	MONDO_0021506	FinnGEN
FINNGEN_R5_CD2_BENIGN_URINARY_EXALLC	Benign neoplasm of urinary organs (controls excluding all cancers)	1	MONDO_0004180	FinnGEN
FINNGEN_R5_CD2_INSITU_SKIN_UPPERLIMB_EXALLC	Carcinoma in situ of skin of upper limb, including shoulder (controls excluding all cancers)	1	MONDO_0004641	FinnGEN
FINNGEN_R5_H7_PTERYGIUM	Pterygium	2	EFO_0000678	FinnGEN
FINNGEN_R5_M13_PANNICULITIS	Panniculitis affecting regions of neck and back	1	EFO_1000746	FinnGEN
FINNGEN_R5_M13_PANNICULITISNAS	Panniculitis, unspecified	1	EFO_1000746	FinnGEN
FINNGEN_R5_R18_RASH_OTHER_NONSPECIFIC_SKIN_ERUPT	Rash and other nonspecific skin eruption	3	EFO_0000701	FinnGEN
FINNGEN_R5_H8_CHOLEASTOMA	Cholesteatoma of middle ear	3	EFO_1000678	FinnGEN
FINNGEN_R5_L12_ACNE_NAS	Other  and unspecified acne	1	EFO_0003894	FinnGEN
FINNGEN_R5_L12_FOLLICULARNAS	Other and unspecified follicular disorders	1	MONDO_0002917	FinnGEN
FINNGEN_R5_L12_FOODDERMAT	Dermatitis due to ingested food	1	MONDO_0002406	FinnGEN
FINNGEN_R5_L12_GRANUANNU	Granuloma annulare	1	EFO_1000704	FinnGEN
FINNGEN_R5_L12_INFECT_DERM	Infective dermatitis	1	MONDO_0002406	FinnGEN
FINNGEN_R5_L12_LICHENSIMPLEX	Lichen simplex chronicus	1	EFO_1000740	FinnGEN
FINNGEN_R5_L12_PEMPHIGOID	Pemphigoid	2	EFO_0008598	FinnGEN
FINNGEN_R5_L12_SKINSUBCUTISNAS	Other and unspecified disorders of skin and subcutaneous tissue	1	EFO_0000701, MONDO_0019296	FinnGEN
FINNGEN_R5_O15_PREG_VENOUS_HAEMORRH	Venous complications and haemorrhoids in pregnancy	1	EFO_0009552, EFO_0009682, MONDO_0004634	FinnGEN
FINNGEN_R5_Q17_CONGEN_MALFO_TRACHEA_BRONCHUS	Congenital malformations of trachea and bronchus	1	MONDO_0000839, MONDO_0002567	FinnGEN
FINNGEN_R5_J10_EPIGLOTTITIS	Acute epiglottitis	1	EFO_0007261	FinnGEN
FINNGEN_R5_J10_PLEURPLAGUE	Pleural plaque	1	MONDO_0002037	FinnGEN
FINNGEN_R5_J10_PYOTHORAX	Pyothorax	1	EFO_0009680	FinnGEN
FINNGEN_R5_N14_PROHERNOV	Prolapse and hernia of ovary and fallopian tube	1	MONDO_0001578, MONDO_0001592	FinnGEN
FINNGEN_R5_E4_ACROMEG	Acromegaly and pituitary gigantism	1	EFO_1001485	FinnGEN
FINNGEN_R5_Q17_OTHER_CONGEN_MALFO_INTESTINE	Other congenital malformations of intestine	1	MONDO_0019999	FinnGEN
FINNGEN_R5_Q17_OTHER_CONGEN_MALFO_SKIN	Other congenital malformations of skin	2	MONDO_0000839, Orphanet_139027	FinnGEN
FINNGEN_R5_R18_OTHER_ILL_D_UNSPE_CAUSES_MORTA	Other ill-defined and unspecified causes of mortality	1	EFO_0009434	FinnGEN
FINNGEN_R5_ST19_ADVER_EFFEC_NOT_ELSEW_CLASSIFIED	Adverse effects, not elsewhere classified	1	EFO_0009658	FinnGEN
FINNGEN_R5_ST19_BURNS_CORROSIO_EXTER_BODY_SURFA_SPECIFE_SITE	Burns and corrosions of external body surface, specified by site	2	EFO_0009516	FinnGEN
FINNGEN_R5_ST19_CRUSHI_INJURY_WRIST_HAND	Crushing injury of wrist and hand	2	EFO_0009504	FinnGEN
FINNGEN_R5_ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_HEAD	Dislocation, sprain and strain of joints and ligaments of head	1	EFO_0009521, EFO_0009582, EFO_0010686	FinnGEN
FINNGEN_R5_ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_NECK_LEVEL	Dislocation, sprain and strain of joints and ligaments at neck level	1	EFO_0009521, EFO_0009582, EFO_0010686	FinnGEN
FINNGEN_R5_ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_SHOUL_GIRDLE	Dislocation, sprain and strain of joints and ligaments of shoulder girdle	2	EFO_0009521, EFO_0009582, EFO_0010686	FinnGEN
FINNGEN_R5_ST19_INTRACR_INJURY	Intracranial injury	1	EFO_0009505	FinnGEN
FINNGEN_R5_ST19_OTHER_UNSPE_INJURI_ABDOMEN_LOWER_BACK_PELVIS	Other and unspecified injuries of abdomen, lower back and pelvis	1	EFO_0000546	FinnGEN
FINNGEN_R5_ST19_OTHER_UNSPE_INJURI_HEAD	Other and unspecified injuries of head	1	EFO_0000546, EFO_0009505	FinnGEN
FINNGEN_R5_ST19_SEQUEL_INJURI_LOWER_LIMB	Sequelae of injuries of lower limb	1	EFO_0009509	FinnGEN
FINNGEN_R5_ST19_SUPERF_INJURY_HIP_THIGH	Superficial injury of hip and thigh	1	EFO_0000546	FinnGEN
FINNGEN_R5_ST19_SUPERF_INJURY_WRIST_HAND	Superficial injury of wrist and hand	1	EFO_0000546	FinnGEN
FINNGEN_R5_M13_MUSCLEDISNAS	Other specified disorders of muscle	1	EFO_0002970	FinnGEN
FINNGEN_R5_M13_OTHERBONE	Otherdisorders of bone	1	EFO_0004260	FinnGEN
FINNGEN_R5_M13_SPINENTHES	Spinal enthesopathy	2	EFO_0009666	FinnGEN
FINNGEN_R5_Q17_CONGEN_DEFORMITI_HIP	Congenital deformities of hip	2	EFO_1000648	FinnGEN
FINNGEN_R5_Q17_CONGEN_MALFO_MUSCULOS_SYSTEM_NOT_ELSEW_CLASSIFIED	Congenital malformations of the musculoskeletal system, not elsewhere classified	1	EFO_0009676, MONDO_0000839	FinnGEN
FINNGEN_R5_ST19_FRACT_SKULL_FACIAL_BONES	Fracture of skull and facial bones	1	EFO_1001425	FinnGEN
FINNGEN_R5_CHONDRO_OTH	Other chondrocalcinosis	1	HP_0000934, MONDO_0001314	FinnGEN
FINNGEN_R5_M13_ARTHRITISNAS	Ohter specific/unspecified arthritis	3	EFO_0005856	FinnGEN
FINNGEN_R5_M13_BICIPITALTEND	Bicipital tendinitis	2	MONDO_0004857	FinnGEN
FINNGEN_R5_M13_BIOMECHLESIO	Biomechanical lesions, not elsewhere classified	1	EFO_0009676	FinnGEN
FINNGEN_R5_M13_CARTILAGE	Other articular cartilage disorders	1	MONDO_0003816	FinnGEN
FINNGEN_R5_M13_DORSOPATHYNAS	Other specified/unspecified dorsopathies	2	EFO_0009676	FinnGEN
FINNGEN_R5_CHRONHEP_NAS	Chronic hepatitis NAS	1	EFO_0008496	FinnGEN
FINNGEN_R5_K11_CONSTIPATION	Constipation	1	HP_0002019	FinnGEN
FINNGEN_R5_KRA_PSY_MENTALRET	Mental retardation	1	EFO_0003847	FinnGEN
FINNGEN_R5_I9_K_CARDIAC	Death due to cardiac causes	3	EFO_0000480	FinnGEN
FINNGEN_R5_Q17_CLEFT_HARD_PALATE_W_CLEFT_LIP_UNILA	Cleft hard palate with cleft lip, unilateral	1	EFO_0003959, HP_0410005, Orphanet_320317	FinnGEN
FINNGEN_R5_Q17_CRANIOSYNOSTOSIS	Craniosynostosis	1	Orphanet_1531	FinnGEN
FINNGEN_R5_Q17_EHLER_SYNDR	Ehlers-Danlos syndrome	1	Orphanet_98249	FinnGEN
FINNGEN_R5_Z21_LUNG_TRANSPLANT_STATUS	Lung transplant status	1	EFO_0010721	FinnGEN
FINNGEN_R5_Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_CIRCUMSTANC_RELATED_REPRODUCTION	Persons encountering health services in circumstances related to reproduction	1	EFO_0009786	FinnGEN
FINNGEN_R5_C3_BONE_CARTILAGE	Malignant neoplasm of bone and articular cartilage	1	MONDO_0002129	FinnGEN
FINNGEN_R5_FALLS	Falls/tendenct to fall	1	EFO_0009631	FinnGEN
FINNGEN_R5_G6_MIGRAINE_NO_AURA_ADVERSE	Migraine without aura, drug-induced	2	EFO_0005296	FinnGEN
FINNGEN_R5_KRA_PSY_ALCOH	Alcohol abuse, main dg	1	EFO_0003829	FinnGEN
FINNGEN_R5_LUNG_TRANSPLANTATION	Lung transplantation	1	EFO_0010721	FinnGEN
FINNGEN_R5_VWXY20_SUICI_OTHER_INTENTI_SELF_H	Suicide or other Intentional self-harm	4	EFO_0007623	FinnGEN
FINNGEN_R5_KRA_PSY_ANYMENTAL_SUICID_PREG_NERV	Any mental disorder, or suicide (or attempt), or psychic disorders complicating pregnancy, partum or puerperum or nerve system disorders	2	EFO_0009518, MONDO_0002025	FinnGEN
FINNGEN_R5_KRA_PSY_PERSON	Personality disorders	1	MONDO_0002028	FinnGEN
FINNGEN_R5_PHLEBI_THROMBOP_LOWER_EXTREMITI_UNSPE	Phlebitis and thrombophlebitis of lower extremities, unspecified, drug-induced	1	EFO_1001395, HP_0004418	FinnGEN
FINNGEN_R5_TRAUMBRAIN_NONCONCUS	severe traumatic brain injury, does not include concussion	1	MONDO_0043510	FinnGEN
FINNGEN_R5_F5_PERSOBEH	Disorders of adult personality and behaviour	1	EFO_0000677, HP_0012075	FinnGEN
FINNGEN_R5_G6_NERPLEX	Nerve, nerve root and plexus disorders	3	EFO_0009559	FinnGEN
FINNGEN_R5_G6_NEUINFL	Inflammatory diseases of the central nervous system	1	EFO_0001423	FinnGEN
FINNGEN_R5_KRA_PSY_BEHAV	Behavioural disorders	1	EFO_0000677	FinnGEN
FINNGEN_R5_N14_GENITOUROTH	Other disorders of the genitourinary system	1	EFO_0009663	FinnGEN
FINNGEN_R5_N14_URINOTH	Other diseases of urinary system	1	EFO_0009690	FinnGEN
FINNGEN_R5_H7_EYEOTH	Other disorders of eye and adnexa	2	EFO_0009546	FinnGEN
FINNGEN_R5_ALCOGASTRITIS	Alcoholic gastritis	1	EFO_0000217, MONDO_0021699	FinnGEN
FINNGEN_R5_K11_OESSTODUO	Diseases of oesophagus, stomach and duodenum	1	EFO_0009544, EFO_0009608, MONDO_0002866	FinnGEN
FINNGEN_R5_K11_ORAL	Diseases of oral cavity, salivary glands and jaws	1	EFO_0008581, EFO_0009468, EFO_1001047	FinnGEN
FINNGEN_R5_C3_GBM	Brain glioblastoma	1	EFO_0006545	FinnGEN
FINNGEN_R5_C3_HEART_MEDIASTINUM_PLEURA	Malignant neoplasm of heart, mediastinum and pleura	1	EFO_0007362, EFO_1000362, MONDO_0001340	FinnGEN
FINNGEN_R5_C3_OESOPHAGUS	Malignant neoplasm of oesophagus	1	EFO_0002916, MONDO_0007576	FinnGEN
FINNGEN_R5_C3_RECTOSIGMOID_JUNCTION	Malignant neoplasm of rectosigmoid junction	2	MONDO_0002423	FinnGEN
FINNGEN_R5_CD2_BENIGN_BONE_CARTILAGE	Benign neoplasm of bone and articular cartilage	1	EFO_0003820, MONDO_0024470	FinnGEN
FINNGEN_R5_CD2_BENIGN_CHOROID	Benign neoplasm: Choroid	2	MONDO_0021258	FinnGEN
FINNGEN_R5_CD2_BENIGN_LIP	Benign neoplasm: Lip	1	MONDO_0021496	FinnGEN
FINNGEN_R5_CD2_BENIGN_LIPOMATOUS	Benign lipomatous neoplasm	1	EFO_0000759	FinnGEN
FINNGEN_R5_CD2_BENIGN_LIPO_SKIN_HEADFACENECK	Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck	1	MONDO_0044983	FinnGEN
FINNGEN_R5_CD2_BENIGN_LYMPHANGIOMA	Lymphangioma, anys site	1	MONDO_0002013	FinnGEN
FINNGEN_R5_CD2_BENIGN_MELANOCYTIC_UPPERLIMB	Melanocytic naevi of upper limb, including shoulder	1	EFO_0009675	FinnGEN
FINNGEN_R5_CD2_BENIGN_NOS	Benign neoplasm: Other/unspecified site	1	EFO_0002422	FinnGEN
FINNGEN_R5_CD2_BENIGN_RECTOSIGMOID_JUNC	Benign neoplasm: Rectosigmoid junction	1	MONDO_0002423	FinnGEN
FINNGEN_R5_CD2_BENIGN_RECTUM	Benign neoplasm: Rectum	1	MONDO_0021462	FinnGEN
FINNGEN_R5_CD2_BENIGN_SKIN_FACE	Benign neoplasm: Skin of other and unspecified parts of face	1	MONDO_0021440	FinnGEN
FINNGEN_R5_CD2_BENIGN_SPINAL_CORD	Benign neoplasm: Spinal cord	1	MONDO_0021506	FinnGEN
FINNGEN_R5_CD2_BENIGN_URINARY	Benign neoplasm of urinary organs	1	EFO_0003863	FinnGEN
FINNGEN_R5_CD2_INSITU_SKIN_UPPERLIMB	Carcinoma in situ of skin of upper limb, including shoulder	1	MONDO_0004641	FinnGEN
FINNGEN_R5_P16_OTH_DISORD_ORIGINA_PERINA_PERIOD	Other disorders originating in the perinatal period	1	EFO_0010238	FinnGEN
FINNGEN_R5_R18_ILL_D_UNKNO_CAUSES_MORTA	Ill-defined and unknown causes of mortality	1	EFO_0004352, EFO_0009434	FinnGEN
FINNGEN_R5_ST19_INJURI_HIP_THIGH	Injuries to the hip and thigh	2	EFO_0000546	FinnGEN
FINNGEN_R5_ST19_INJURI_KNEE_LOWER_LEG	Injuries to the knee and lower leg	1	EFO_0009508	FinnGEN
FINNGEN_R5_M13_OSTEOCHONDRO	Osteopathies and chondropathies	2	EFO_0004260, EFO_0005802	FinnGEN
FINNGEN_R5_OPER_ARTIF_JOINT_REOP	Artificial joint re-operation	1	EFO_1000999	FinnGEN
FINNGEN_R5_M13_THORACISPINEPAIN	Pain in thoracic spine	1	EFO_0003843	FinnGEN
FINNGEN_R5_M13_TRIGGERFINGER	Trigger finger	3	HP_0012276	FinnGEN
FINNGEN_R5_M13_VALGUS	Valgus deformity, not elsewhere classified	1	HP_0008081	FinnGEN
FINNGEN_R5_MACULAR_PUCKER	Macular pucker	1	HP_0100014	FinnGEN
FINNGEN_R5_MEMLOSS	Memory loss	1	EFO_0001072	FinnGEN
FINNGEN_R5_N14_ACUTERENFAIL	Acute renal failure	1	HP_0001919	FinnGEN
FINNGEN_R5_O15_DELIV_MULTIP	Multiple delivery	1	HP_0001787	FinnGEN
FINNGEN_R5_O15_LABOUR_INTRAPART_HAEMORRH	Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified	1	HP_0001787	FinnGEN
FINNGEN_R5_O15_MATERN_CARE_PELVIC_ABNORM	Maternal care for known or suspected abnormality of pelvic organs	2	HP_0001438	FinnGEN
FINNGEN_R5_R18_CARDIAC_MURMU_OTHER_CARDIAC_SOUNDS	Cardiac murmurs and other cardiac sounds	1	HP_0030148	FinnGEN
FINNGEN_R5_R18_DYSPHAGIA	Dysphagia	1	HP_0002015	FinnGEN
FINNGEN_R5_R18_DYSPNOEA	Dyspnoea	1	HP_0002094	FinnGEN
FINNGEN_R5_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_COGNITIVE_FUNCTIONS_AWARE	Other symptoms and signs involving cognitive functions and awareness	2	HP_0100543	FinnGEN
FINNGEN_R5_R18_UNSPE_HAEMATU	Unspecified haematuria	2	HP_0000790	FinnGEN
